#Position (bp)	mapping quality
7831.5	59.985349060341875
23493.5	59.967682500410255
39155.5	47.21598568781897
54817.5	51.59785771797509
70479.5	59.965112813997926
86141.5	59.96913304999876
101803.5	59.91580504546856
117465.5	55.48821728192694
133127.5	59.9819527228728
148789.5	59.94541368188145
164451.5	59.896485741437736
180113.5	59.95564980453043
195775.5	59.96607742393035
211437.5	59.96667984429756
227099.5	59.971676300882265
242761.5	59.97892787725767
258423.5	59.722434299421884
274085.5	59.941997828379776
289747.5	49.286894034392795
305409.5	59.52233028349543
321071.5	59.97323454928967
336733.5	57.88623924195258
352395.5	59.9751193258915
368057.5	59.952761074126414
383719.5	59.94488173399773
399381.5	59.93052210183546
415043.5	59.86431464700704
430705.5	59.98163014592655
446367.5	59.98633884760058
462029.5	59.98140990094148
477691.5	59.97801986835533
493353.5	59.073421082794134
509015.5	59.906216703301055
524677.5	59.7912060165362
540339.5	59.98089916622621
556001.5	59.687446078861136
571663.5	59.84123815782979
587325.5	59.96865909103166
602987.5	59.96707543230081
618649.5	59.97897088561363
634311.5	59.96446132306895
649973.5	59.97989412256397
665635.5	59.9676831958601
681297.5	59.78516795454052
696959.5	58.742205025828895
712621.5	59.96588716799394
728283.5	36.302656650967975
743945.5	59.75120500012823
759607.5	59.48876204968534
775269.5	59.96384886684357
790931.5	59.8198163934547
806593.5	59.81838655288882
822255.5	59.91980442923216
837917.5	59.9869482716663
853579.5	59.985958146294806
869241.5	59.93523316642708
884903.5	59.980052765823736
900565.5	59.53536339137816
916227.5	59.97984761888355
931889.5	59.95019962222972
947551.5	59.91912411755586
963213.5	59.7051620070519
978875.5	59.97896469113742
994537.5	59.85496715485677
1010199.5	59.97203844193261
1025861.5	59.879951992334156
1041523.5	59.963881344147346
1057185.5	55.25579282728961
1072847.5	58.44803449029464
1088509.5	59.965554456188265
1104171.5	59.986981075447645
1119833.5	59.97589797488379
1135495.5	59.97376903860101
1151157.5	59.976498901352166
1166819.5	59.97213246404281
1182481.5	59.97781662109488
1198143.5	59.92655953916175
1213805.5	59.98061891714713
1229467.5	59.87203330989821
1245129.5	59.73815893924472
1260791.5	59.88662039067107
1276453.5	59.9799585628437
1292115.5	59.989395314122284
1307777.5	59.97951772296836
1323439.5	59.979892079195814
1339101.5	59.98194056839589
1354763.5	59.95813884911905
1370425.5	59.97187167969457
1386087.5	59.98373741271251
1401749.5	59.94136682986749
1417411.5	59.96659380447901
1433073.5	59.896901067098696
1448735.5	59.97668932889648
1464397.5	59.91259565760255
1480059.5	59.47305177331836
1495721.5	59.911997459142796
1511383.5	59.97885580085902
1527045.5	59.97256873681029
1542707.5	59.922736237949024
1558369.5	59.96736783176838
1574031.5	59.962467496716414
1589693.5	59.97828391731121
1605355.5	59.971645082126166
1621017.5	59.94741615557092
1636679.5	50.874317953580196
1652341.5	58.21565716493281
1668003.5	59.95713438140939
1683665.5	59.79051405962855
1699327.5	58.536688664643336
1714989.5	59.88133841461549
1730651.5	59.986105584564285
1746313.5	59.96420071049453
1761975.5	59.9827977438489
1777637.5	59.975857777757554
1793299.5	59.97717629746938
1808961.5	59.93200318144623
1824623.5	59.98027535169011
1840285.5	59.91996787014064
1855947.5	59.97944481269749
1871609.5	59.9725556498779
1887271.5	59.98022918121606
1902933.5	59.989061259531155
1918595.5	59.98805863708842
1934257.5	59.98502954562148
1949919.5	59.79971986587913
1965581.5	59.94071456464889
1981243.5	59.98547098842399
1996905.5	59.970783268075365
2012567.5	59.63029721020132
2028229.5	59.928180532639274
2043891.5	57.66214577528423
2059553.5	59.98689849323136
2075215.5	38.83716806197176
2090877.5	59.973687819183645
2106539.5	59.948725731181646
2122201.5	52.80028118993665
2137863.5	59.93710477124979
2153525.5	59.885799898816195
2169187.5	56.110299999410955
2184849.5	59.907458615288924
2200511.5	59.94947862434092
2216173.5	59.96893564539154
2231835.5	57.30684573373632
2247497.5	59.96526650607724
2263159.5	59.723675419112
2278821.5	59.922956575090325
2294483.5	59.95710142269199
2310145.5	59.9316536552283
2325807.5	59.930295964328664
2341469.5	59.75041284944757
2357131.5	59.91002103680149
2372793.5	59.958123269294525
2388455.5	59.84974569342426
2404117.5	59.61579424366486
2419779.5	59.831393062524874
2435441.5	59.97057614710838
2451103.5	59.88388201218064
2466765.5	59.96198516378153
2482427.5	59.65450821986291
2498089.5	59.978806726826306
2513751.5	59.42894685102712
2529413.5	57.029351175214465
2545075.5	59.93993869475962
2560737.5	57.55000668482442
2576399.5	58.77283958898715
2592061.5	59.98238968220835
2607723.5	59.922695158900076
2623385.5	59.84927583839242
2639047.5	59.977661946389105
2654709.5	54.724538777809265
2670371.5	45.001769379773876
2686033.5	56.90886116685506
2701695.5	59.37850408053067
2717357.5	59.973376988550285
2733019.5	59.92005558379776
2748681.5	57.2617382454849
2764343.5	46.193390535255375
2780005.5	46.45698182967757
2795667.5	59.914029396602665
2811329.5	59.9561541415577
2826991.5	59.97835609393524
2842653.5	59.98295238328185
2858315.5	59.92557067797977
2873977.5	59.95475517223412
2889639.5	59.96049385233944
2905301.5	59.85728722711905
2920963.5	59.54498047073969
2936625.5	59.90663949645134
2952287.5	59.98399432587391
2967949.5	59.98594724127721
2983611.5	59.98600116844709
2999273.5	59.94775493971681
3014935.5	59.968159172885215
3030597.5	58.92224143702874
3046259.5	58.906636536850165
3061921.5	59.94375358266749
3077583.5	59.92232208114862
3093245.5	59.91077384850943
3108907.5	59.975393830321536
3124569.5	59.911493506705334
3140231.5	59.908039796094435
3155893.5	59.92889375283488
3171555.5	59.645195130735615
3187217.5	59.96238209052038
3202879.5	59.97415501916941
3218541.5	59.98477304682767
3234203.5	59.97413948842495
3249865.5	59.96640405364736
3265527.5	59.97447811525714
3281189.5	59.892388066069124
3296851.5	59.95624791225545
3312513.5	59.98447098007104
3328175.5	59.98383764500564
3343837.5	59.95172418784945
3359499.5	59.932107381898
3375161.5	59.982946529354756
3390823.5	59.978731948634525
3406485.5	59.97273291590198
3422147.5	59.94020521287888
3437809.5	59.9681362165066
3453471.5	59.97710999334688
3469133.5	59.65766648956088
3484795.5	59.82240606973008
3500457.5	59.98557688865488
3516119.5	59.798661690985554
3531781.5	59.350143943742175
3547443.5	59.95633589358031
3563105.5	59.95977578245514
3578767.5	55.77776572094294
3594429.5	59.815954010471586
3610091.5	59.96468789987595
3625753.5	59.92917320049569
3641415.5	59.94786680240379
3657077.5	59.76971008466686
3672739.5	59.91325886056341
3688401.5	55.70326767731563
3704063.5	59.98084018806535
3719725.5	59.92626140958453
3735387.5	59.93247405618203
3751049.5	59.967063205998265
3766711.5	59.88408703907071
3782373.5	59.95306108708657
3798035.5	59.98013054205999
3813697.5	59.9610428538826
3829359.5	59.972505233060424
3845021.5	58.48481982836653
3860683.5	59.90411733794086
3876345.5	59.69517237260867
3892007.5	59.981477371404885
3907669.5	55.222701595437485
3923331.5	59.97799128368755
3938993.5	59.98038815019882
3954655.5	59.972659407076065
3970317.5	59.98481258837227
3985979.5	59.98554876204781
4001641.5	59.57171478506915
4017303.5	59.974519914814586
4032965.5	59.98540304540002
4048627.5	59.9629059425389
4064289.5	59.972276492182715
4079951.5	59.978098221194664
4095613.5	59.94986437605844
4111275.5	59.97813254490309
4126937.5	59.965292727383165
4142599.5	59.967059996413084
4158261.5	59.95754112669429
4173923.5	59.97806311063449
4189585.5	59.97314145099275
4205247.5	59.980139089097854
4220909.5	59.98162734537606
4236571.5	59.96292544714783
4252233.5	59.95338917140611
4267895.5	59.98233626658935
4283557.5	59.9286928998163
4299219.5	59.82246886440564
4314881.5	59.97896749831772
4330543.5	59.653199154140474
4346205.5	59.96756982602781
4361867.5	59.982144815103574
4377529.5	59.79358381849829
4393191.5	59.96104202268542
4408853.5	59.923661961999315
4424515.5	59.9443538837361
4440177.5	59.96658885703678
4455839.5	59.97698931242113
4471501.5	59.0142591224941
4487163.5	59.982302208777945
4502825.5	56.53054866073294
4518487.5	59.96530910208228
4534149.5	59.69511261644505
4549811.5	59.96442813837413
4565473.5	59.86118149257658
4581135.5	59.978469739837195
4596797.5	59.96267164434384
4612459.5	59.955291673261364
4628121.5	59.2699192419774
4643783.5	59.981332324541604
4659445.5	59.95493146514957
4675107.5	59.47282554646984
4690769.5	59.95231466990899
4706431.5	59.270065358926985
4722093.5	39.85083198870239
4737755.5	59.97494445836235
4753417.5	59.981802979316626
4769079.5	56.788688784157216
4784741.5	41.638977355776795
4800403.5	52.113808413952945
4816065.5	59.94978593570484
4831727.5	55.700976536988975
4847389.5	59.95982473240798
4863051.5	59.943632156179056
4878713.5	59.95372115322865
4894375.5	59.980674183471194
4910037.5	59.9705082026519
4925699.5	59.98438128831867
4941361.5	59.9911807896449
4957023.5	59.989588078866795
4972685.5	59.972560230406074
4988347.5	59.98662874985479
5004009.5	59.98809277621167
5019671.5	59.95912587641286
5035333.5	59.22788010471349
5050995.5	59.922503307736214
5066657.5	59.85547565934288
5082319.5	59.801327551915136
5097981.5	59.8774475662191
5113643.5	59.9819074986588
5129305.5	59.95744767778728
5144967.5	59.962180363383155
5160629.5	59.88050869491172
5176291.5	59.86561966779259
5191953.5	52.74856234963487
5207615.5	59.87749060438596
5223277.5	59.965428212960944
5238939.5	59.97983277894689
5254601.5	59.98628811218134
5270263.5	38.08783127811812
5285925.5	59.98060301581064
5301587.5	59.92123808724734
5317249.5	59.97654083322328
5332911.5	59.981302473678674
5348573.5	59.97300243732608
5364235.5	59.86019407181317
5379897.5	58.983944036588134
5395559.5	59.98544402999339
5411221.5	59.97742289222064
5426883.5	59.97958434382061
5442545.5	59.94645518458543
5458207.5	59.476038138664485
5473869.5	59.75294513359627
5489531.5	59.97039258934382
5505193.5	59.928527198893825
5520855.5	59.96357213734126
5536517.5	59.75550461355681
5552179.5	59.97123750049405
5567841.5	59.97747193096064
5583503.5	59.96819372286557
5599165.5	59.9842596653069
5614827.5	59.971433765048715
5630489.5	59.98263984368218
5646151.5	59.976194926457225
5661813.5	59.97277960869384
5677475.5	59.95876271914285
5693137.5	59.915076424221766
5708799.5	59.9827547008146
5724461.5	59.62453709721646
5740123.5	59.95103971554309
5755785.5	59.932037632677584
5771447.5	59.934109466161104
5787109.5	59.98546276280095
5802771.5	59.980450198641016
5818433.5	59.4491330378624
5834095.5	59.93781212432748
5849757.5	59.960075379852896
5865419.5	59.974706527901304
5881081.5	59.98341036191133
5896743.5	59.97587619340295
5912405.5	59.81101854450966
5928067.5	58.15431775508377
5943729.5	59.835474898525
5959391.5	59.98434910362812
5975053.5	59.984266635535356
5990715.5	59.94247226835647
6006377.5	59.99005349742559
6022039.5	59.965809667956165
6037701.5	37.933283705549776
6053363.5	59.957209323658255
6069025.5	59.979334323691695
6084687.5	59.94615426966911
6100349.5	58.07546406274944
6116011.5	59.9834491042084
6131673.5	59.96379768660824
6147335.5	59.98890361624168
6162997.5	59.97017513272033
6178659.5	59.97561943397763
6194321.5	59.52042738827193
6209983.5	59.98573646010445
6225645.5	59.813893815587704
6241307.5	59.907609814700606
6256771.5	59.915162900710115
